"year","locality","n_offers","average_price_nominal_euros","average_price_m2_nominal_euros"
"2020","Roeser",168,1451332.8,6791.402
"2020","Rosport-Mompach",48,808627.4,4484.155
"2020","Rumelange",65,732384.62,4837.649
"2020","Saeul",4,NA,NA
"2020","Sandweiler",25,NA,NA
"2020","Sanem",226,943515.13,5368.408
"2020","Schengen",69,592932.2,3840.677
"2020","Schieren",29,NA,NA
"2020","Schifflange",206,1149982.6,6190.277
"2020","Schuttrange",185,2010936.7,8983.075
"2020","Stadtbredimus",30,1126950,4850.487
"2020","Steinfort",48,1277576.9,5799.771
"2020","Steinsel",59,1675187.9,7321.496
"2020","Strassen",37,1814700,8629.778
"2020","Tandel",0,NA,NA
"2020","Troisvierges",62,726341.52,4066.665
"2020","Useldange",25,NA,NA
"2020","Vallée de l'Ernz",45,898436.42,4660.438
"2020","Vianden",13,NA,NA
"2020","Vichten",40,1028126.4,4516.654
"2020","Wahl",10,NA,NA
"2020","Waldbillig",25,NA,NA
"2020","Waldbredimus",30,988816.57,5301.541
"2020","Walferdange",101,1520943,8413.039
"2020","Weiler-la-Tour",23,NA,NA
"2020","Weiswampach",55,608804.04,4066.589
"2020","Wiltz",152,657216.85,3545.305
"2020","Wincrange",110,587987.15,3813.492
"2020","Winseler",19,NA,NA
"2020","Wormeldange",72,997358.51,5849.745
